# Title: Install Community Content,,,
# Description: This option loads Community content on the publish instance for the primary QnA function,,,
QnA,/content/sites/scoring/en/jcr:content/content/primary/qna.social.json,,
ims-292c3f7a5346ddaf0a490d44@adobeid.com,0,Why doesn't the Sightly REPL work?,The REPL forSightly HTML templating systemmentioned in the AEM docs pagehttp://docs.adobe.com/content/docs/en/aem/6-0/develop/sightly.htmldoesnt seem to work since there is  unresolved dependency. http://repo.adobe.com/nexus/content/groups/public/com/adobe/granite/parent/33/parent-33.pomdependency not found in repo. Would really appreciate itIf someone can help. Complete maven error stack trace D:\Learning\aem-sightly-repl-master>mvn clean install content-package:install [INFO] Scanning for projects... Downloading: http://repo.maven.apache.org/maven2/com/adobe/granite/parent/33/parent-33.pom [ERROR] The build could not read 1 project -> [Help 1] [ERROR] [ERROR] The project com.adobe.granite:com.adobe.granite.sightly.repl:0.0.1-SNAPSHOT (D:\Learning\aem-sightly-repl-master\pom.xml) has 1 error [ERROR] Non-resolvable parent POM: Could not find artifact com.adobe.granite:parent:pom:33 in central (http://repo.maven.apache.org/maven2) and 'parent.relativePath' point s  no local POM @ line 23 column 13 -> [Help 2] [ERROR] [ERROR] To see the full stack trace of the errors re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/ProjectBuildingException [ERROR] [Help 2] http://cwiki.apache.org/confluence/display/MAVEN/UnresolvableModelException D:\Learning\aem-sightly-repl-master>mvn -e clean install content-package:install [INFO] Error stacktraces are turned on. [INFO] Scanning for projects... [ERROR] The build could not read 1 project -> [Help 1] org.apache.maven.project.ProjectBuildingException: Some problems were encountered while processing the POMs: [FATAL] Non-resolvable parent POM: Failure to find com.adobe.granite:parent:pom:33 in http://repo.maven.apache.org/maven2 was cached in the local repository resolution will n ot be reattempted until the update interval of central has elapsed or updates are forced and 'parent.relativePath' points  no local POM @ line 23 column 13   org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:364)   org.apache.maven.DefaultMaven.collectProjects(DefaultMaven.java:672)   org.apache.maven.DefaultMaven.getProjectsForMavenReactor(DefaultMaven.java:663)   org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:250)   org.apache.maven.DefaultMaven.execute(DefaultMaven.java:155)   org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)   org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)   org.apache.maven.cli.MavenCli.main(MavenCli.java:157)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   java.lang.reflect.Method.invoke(Method.java:597)   org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)   org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)   org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)   org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356) [ERROR] [ERROR] The project com.adobe.granite:com.adobe.granite.sightly.repl:0.0.1-SNAPSHOT (D:\Learning\aem-sightly-repl-master\pom.xml) has 1 error [ERROR] Non-resolvable parent POM: Failure to find com.adobe.granite:parent:pom:33 in http://repo.maven.apache.org/maven2 was cached in the local repository resolution wi ll not be reattempted until the update interval of central has elapsed or updates are forced and 'parent.relativePath' points  no local POM @ line 23 column 13 -> [Help 2] org.apache.maven.model.resolution.UnresolvableModelException: Failure to find com.adobe.granite:parent:pom:33 in http://repo.maven.apache.org/maven2 was cached in the local re pository resolution will not be reattempted until the update interval of central has elapsed or updates are forced   org.apache.maven.project.ProjectModelResolver.resolveModel(ProjectModelResolver.java:159)   org.apache.maven.model.building.DefaultModelBuilder.readParentExternally(DefaultModelBuilder.java:817)   org.apache.maven.model.building.DefaultModelBuilder.readParent(DefaultModelBuilder.java:669)   org.apache.maven.model.building.DefaultModelBuilder.build(DefaultModelBuilder.java:307)   org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:411)   org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:380)   org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:344)   org.apache.maven.DefaultMaven.collectProjects(DefaultMaven.java:672)   org.apache.maven.DefaultMaven.getProjectsForMavenReactor(DefaultMaven.java:663)   org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:250)   org.apache.maven.DefaultMaven.execute(DefaultMaven.java:155)   org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)   org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)   org.apache.maven.cli.MavenCli.main(MavenCli.java:157)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   java.lang.reflect.Method.invoke(Method.java:597)   org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)   org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)   org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)   org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356) Caused by: org.eclipse.aether.resolution.ArtifactResolutionException: Failure to find com.adobe.granite:parent:pom:33 in http://repo.maven.apache.org/maven2 was cached in the local repository resolution will not be reattempted until the update interval of central has elapsed or updates are forced   org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:459)   org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:262)   org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:239)   org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:295)   org.apache.maven.project.ProjectModelResolver.resolveModel(ProjectModelResolver.java:155)  ... 21 more Caused by: org.eclipse.aether.transfer.ArtifactNotFoundException: Failure to find com.adobe.granite:parent:pom:33 in http://repo.maven.apache.org/maven2 was cached in the loca l repository resolution will not be reattempted until the update interval of central has elapsed or updates are forced   org.eclipse.aether.internal.impl.DefaultUpdateCheckManager.newException(DefaultUpdateCheckManager.java:232)   org.eclipse.aether.internal.impl.DefaultUpdateCheckManager.checkArtifact(DefaultUpdateCheckManager.java:206)   org.eclipse.aether.internal.impl.DefaultArtifactResolver.gatherDownloads(DefaultArtifactResolver.java:599)   org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:518)   org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:436)  ... 25 more [ERROR] [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/ProjectBuildingException [ERROR] [Help 2] http://cwiki.apache.org/confluence/display/MAVEN/UnresolvableModelException Looks like there is already  open issue on GitHub regarding this but no one seems to have replied. 
ims-292c3f7a5346ddaf0a490d44@adobeid.com,1,Reply,Theissue has now been fixed by Adobe. The working version of the repl can be downloaded from GitHub. https://github.com/Adobe-Marketing-Cloud/aem-sightly-repl 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Yes there is a issue with the build. You can raise the same with adobe 
ims-e5d24f775204ebeb0a490d4d@adobeid.com,0,How to open a component dialog with custom button or link?,Hi guys! I'd like to open a component dialog when I click a button or a link. Could you please give me some pieces of advice how to implement it? cq:layout rollover and editbar are not suitable for me. I've found out that it is opened with this code: CQ.wcm.EditBase.showDialog(this CQ.wcm.EditBase.EDIT); where this - is CQ.wcm.EditRollover object for a corresponding component. So all that I need - somehow create or get somewhere CQ.wcm.EditRollover object? Thanks. 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,"Take a look  the out of the box sample [1]. There is a link ""Edit this entry"" on click of it opens component dialog. [1] http://localhost:4502/content/geometrixx/en/blog/2009/06/geometrixx_user_grou.html "
ims-e5d24f775204ebeb0a490d4d@adobeid.com,1,Reply,Hi thank you for reply. But I didn't see such link there [img]2013-09-20_054511.jpg[/img] Could you please specify where is it placed? 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,[img]Link.png[/img] 
ims-e5d24f775204ebeb0a490d4d@adobeid.com,1,Reply,Thank you. But I abdella t have the aman link there. I'll try use cq:layout editbar and customize buttons view with CSS and JS. 
ims-de2450c750ee5f670a490d44@adobeid.com,0,Replication queue issue,Hi All Facing some issue on form submission. Once we submit the form from publisher aman is getting blocked on replication. Checked the logs and find the below error 19.12.2013 11:49:21 - ERROR - Publisher1_Agent : << error: com.day.cq.replication.ReplicationException: Repository error during page import: Node with the same UUID exists:node /home/groups/g/forms-subscribers How to check the duplicate UUID node and delete it ? Getting same error on both publishers. Please let me know on this issue . 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,CQ uses random uuid & per wiki[0] the probability of 2 random UUIDs collide is very very low. Out of curosity did attempt has been made to restore from page anything? It need some low level operation to find duplicate UUID file daycare & get official help. For now try with [1] & manually try finding. [0] http://en.wikipedia.org/wiki/Universally_unique_identifier#Random_UUID_probability_of_duplicates [1] http://helpx.adobe.com/experience-manager/kb/tarpmscan.html 
ims-fe87714b4eca34440a490d45@adobeid.com,0,how to disable image drag and drop in richtexteditor plugin ?,I would like to configure the richtexteditor plugin to disable image drag and drop from the content finder. How can i achieve this goal ? I'm using CQ5.5 SP3 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,"Currently it is not supported and request has been placedCQ5-6234. See if below works property ddAccept can help your case. Overlay the OOTB ""/libs/foundation/components/text/dialog/items/tab1/items/text"" and add the following property -1 toddAccept Name=ddAccept Type=String Value=-1  "
ims-3b0d43625264f97b0a490d45@adobeid.com,0,AEM 6 .0 Touch UI costom Action include,"Hi All We got requirement to submit  asset to work-flow from ""AEM 6.0 Touch UI"". We are not sure how to implement it. With trail and error on [0] we are able to include one new button (next to delete). But ""functionality/work-flow Action"" we are not able to include. [0]/libs/dam/gui/content/assets/jcr:content/body/assetscontent/header/items/selection/items/ We Some show understood how delete functionality is implemented. Tried to mimic the same to implement for work-flow initiation But not succeed. Since AEM 6.0 is new We are not sure how this requirement can be implemented. We need help in what procedure should be followed and the technology stack we should know to implement above requirement. it is really appreciated if any Help/Pointers are provided on this . Thanks K agamao "
